id,name,type,rating,stars,starVotes,pitches,location,longitude,latitude,safety,grade
105722179,Sail Away,Trad,5.8-,4.5,1087,1,"['California', 'Joshua Tree National Park', 'Real Hidden Valley', 'Hidden Tower']",-116.1682,34.0146,S,8
105722572,Big Moe,Trad,5.11a R,4.6,189,1,"['California', 'Joshua Tree National Park', 'Echo Rock Area', 'Echo Cove', 'Echo Cove - South Side']",-116.158,34.0245,R,11
105722359,Touch and Go,Trad,5.9,4.5,650,1,"['California', 'Joshua Tree National Park', 'Echo Rock Area', 'Touch and Go Face']",-116.1574,34.0256,S,9
105725788,Solid Gold,Trad,5.10a/b,4.5,164,2,"['California', 'Joshua Tree National Park', 'Wonderland of Rocks', 'Wonderland South', 'Wonderland Valley', 'West Wonderland Valley', 'The Astro Domes', 'South Astro Dome', 'South Astro Dome - Northeast Face']",-116.1471,34.0386,S,10
105721831,Exorcist,Trad,5.10a,4.5,398,1,"['California', 'Joshua Tree National Park', 'Sheep Pass Area', 'Hall of Horrors Area', 'Hall of Horrors', 'East Wall Inner (Exorcist Area)']",-116.1469,33.9998,S,10
105722086,Sidewinder,Trad,5.10b PG13,4.5,213,1,"['California', 'Joshua Tree National Park', 'The Outback', 'Steve Canyon Area', 'Steve Canyon', 'Sidewinder Rock - West Face']",-116.1661,34.0187,PG13,10
105722743,Tax Man,Trad,5.10a,4.5,358,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'IRS Wall']",-116.1777,34.0227,S,10
105721666,Heart and Sole,Trad,5.10a,4.5,279,1,"['California', 'Joshua Tree National Park', 'Echo Rock Area', 'Echo Rock', 'Echo Rock - West Face']",-116.1562,34.0251,S,10
105722305,Dappled Mare,Trad,5.8,4.3,538,4,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Lost Horse Wall', 'Lost Horse Wall - Right Side']",-116.1788,34.0217,S,8
105722431,Dangling Woo Li Master,Trad,5.10a,4.4,93,1,"['California', 'Joshua Tree National Park', 'Wonderland of Rocks', 'Wonderland South', 'Central Wonderland', 'Diarrhea Dome', 'Bighorn Mating Grotto']",-116.1473,34.0515,S,10
105721861,Breakfast of Champions,Trad,5.8+,4.4,187,2,"['California', 'Joshua Tree National Park', 'Wonderland of Rocks', 'Wonderland South', 'Wonderland Valley', 'West Wonderland Valley', 'The Astro Domes', 'South Astro Dome', 'South Astro Dome - Northeast Face']",-116.1471,34.0386,S,8
105722716,Ace of Spades,Trad,5.9,4.4,205,1,"['California', 'Joshua Tree National Park', 'Quail Springs Area', 'White Cliffs of Dover', 'White Cliffs of Dover - Left Side']",-116.199,34.0292,S,9
105723478,Popular Mechanics,Trad,5.9,4.4,277,1,"['California', 'Joshua Tree National Park', 'Quail Springs Area', 'White Cliffs of Dover', 'White Cliffs of Dover - Left Side']",-116.199,34.0292,S,9
105721810,Right On,Trad,5.6 PG13,4.1,369,4,"['California', 'Joshua Tree National Park', 'Sheep Pass Area', 'Saddle Rocks Area', 'Saddle Rocks', 'Saddle Rocks - Skirt', 'Saddle Rocks - Skirt  (West Face)']",-116.14,33.9945,PG13,6
105721849,Poodles are People Too,Trad,5.10b,4.3,301,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Hemingway Buttress', 'Hemingway Buttress (East Face Left)']",-116.1778,34.0239,S,10
105724099,High Strung,Trad,5.9,4.3,159,1,"['California', 'Joshua Tree National Park', 'Wonderland of Rocks', 'Wonderland South', 'Wonderland Valley', 'West Wonderland Valley', 'Foolproof Tower']",-116.1439,34.0372,S,9
105723325,Bird on a Wire,Trad,5.10a,4.3,358,3,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Lost Horse Wall', 'Lost Horse Wall - Right Side']",-116.1788,34.0217,S,10
105721750,Cryptic,Sport,5.8,4.1,519,1,"['California', 'Joshua Tree National Park', 'Sheep Pass Area', 'Ryan Campground', 'Headstone Rock']",-116.1524,33.9844,S,8
105722188,Pope's Crack,Trad,5.9,4.2,537,1,"['California', 'Joshua Tree National Park', 'Echo Rock Area', 'Echo Rock', 'Echo Rock - South Face']",-116.1551,34.0246,S,9
105721828,Walk on the Wild Side,Trad,5.8,4.1,474,3,"['California', 'Joshua Tree National Park', 'Sheep Pass Area', 'Saddle Rocks Area', 'Saddle Rocks', 'Saddle Rocks - Skirt', 'Saddle Rocks - Skirt  (West Face)']",-116.14,33.9945,S,8
105722428,Anacram,Trad,5.10c,4.3,92,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Freeway Wall', 'Upper Freeway Wall']",-116.1787,34.0233,S,10
105722842,Room To Shroom,Trad,5.9,4.2,193,1,"['California', 'Joshua Tree National Park', 'Barker Dam Area', 'Room To Shroom Area']",-116.1468,34.0363,S,9
105725389,Prepackaged,Trad,5.10a,4.2,281,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Hemingway Buttress', 'Hemingway Buttress (East Face Left)']",-116.1778,34.0239,S,10
105722749,Alf's Arete,Sport,5.11a,4.5,75,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'IRS Wall']",-116.1777,34.0227,S,11
105722050,Loose Lady,Trad,5.10a,4.2,327,1,"['California', 'Joshua Tree National Park', 'Real Hidden Valley', 'Real Hidden Valley Vicinity', 'Houser Buttress Area', 'Houser Buttress']",-116.1712,34.0105,S,10
105721930,The Eye,Trad,5.4,4,627,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'Cyclops Rock']",-116.1594,34.015,S,4
105725620,Rollerball,Trad,5.10b,4.2,133,1,"['California', 'Joshua Tree National Park', 'The Outback', 'Rollerball Formation']",-116.1651,34.0227,S,10
105724777,Colorado Crack,Trad,5.9,4.2,365,1,"['California', 'Joshua Tree National Park', 'Jumbo Rock Area', ""Conan's Corridor""]",-116.0682,33.9952,S,9
106683237,"Pope's Crack, Direct Finish",Trad,5.10b/c,4.2,79,1,"['California', 'Joshua Tree National Park', 'Echo Rock Area', 'Echo Rock', 'Echo Rock - South Face']",-116.1551,34.0246,S,10
105721654,The Flake,Trad,5.8,4.1,481,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'Intersection Rock']",-116.163,34.0148,S,8
105722467,Head Over Heals,Trad,5.10a,4.2,117,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Hemingway Buttress', 'Hemingway Buttress (East Face Right)']",-116.1792,34.0246,S,10
105725401,Rock Candy,Trad,5.9+,4.1,180,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Rock Garden Valley', 'Rock Garden Valley - Left Side']",-116.1777,34.0215,S,9
105722227,Overseer,Trad,5.9,4.1,342,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Hemingway Buttress', 'Hemingway Buttress (East Face Left)']",-116.1778,34.0239,S,9
105725131,Left Ski Track,Trad,5.11a,4.1,158,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'Intersection Rock']",-116.163,34.0148,S,11
105724486,Dos Chi Chis,Sport,5.10a,4.1,128,2,"['California', 'Joshua Tree National Park', 'Wonderland of Rocks', 'Wonderland North', 'The Middle Kingdom', 'Outer Mongolia', 'Siberia']",-116.1699,34.0696,S,10
105722146,Light Sabre,Trad,5.10b,4.1,121,1,"['California', 'Joshua Tree National Park', 'Geology Tour Road', 'Virgin Islands Area', 'Star Wars Rock']",-116.0712,33.9504,S,10
105721711,Bearded Cabbage,Trad,5.10c,4,270,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'The Old Woman', 'The Old Woman - East Face']",-116.1637,34.0167,S,10
105721969,White Lightning,Trad,5.7,4,732,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Hemingway Buttress', 'Hemingway Buttress (East Face Left)']",-116.1778,34.0239,S,7
105721648,Overhang Bypass,Trad,5.7,4,592,2,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'Intersection Rock']",-116.163,34.0148,S,7
105721651,North Overhang,Trad,5.9,4,354,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'Intersection Rock']",-116.163,34.0148,S,9
105721900,Dog Day Afternoon,Trad,5.10b,4,96,1,"['California', 'Joshua Tree National Park', 'Sheep Pass Area', 'Hall of Horrors Area', 'Hall of Horrors', 'South Horror Rock']",-116.1467,33.9977,S,10
105721894,Swept Away,Trad,5.11a,4.8,64,2,"['California', 'Joshua Tree National Park', 'Echo Rock Area', 'Echo Rock', 'Echo Rock - South Face']",-116.1551,34.0246,S,11
105722272,Spiderman,Trad,5.10b,4,139,1,"['California', 'Joshua Tree National Park', 'Jumbo Rock Area', ""Conan's Corridor""]",-116.0682,33.9952,S,10
105721639,Geronimo,Trad,5.7,4,135,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'The Old Woman', 'The Old Woman - East Face']",-116.1637,34.0167,S,7
105722347,Cakewalk,Trad,5.8+,4,196,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Freeway Wall', 'Upper Freeway Wall']",-116.1787,34.0233,S,8
106398462,Boulderado (aka California Face),Sport,5.11a,4.1,77,1,"['California', 'Joshua Tree National Park', 'Jumbo Rock Area', ""Conan's Corridor""]",-116.0682,33.9952,S,11
105723445,Ball Bearing,Trad,5.10a,4,234,2,"['California', 'Joshua Tree National Park', 'Real Hidden Valley', 'The Sentinel', 'The Sentinel - East Face']",-116.1712,34.0134,S,10
105721753,Right V Crack,Trad,5.10b,4,104,1,"['California', 'Joshua Tree National Park', 'Indian Cove', 'Indian Cove Campground', 'Short Wall', 'Short Wall - Left Side']",-116.1537,34.0926,S,10
105721627,Invisibility Lessons,Trad,5.9,3.9,260,1,"['California', 'Joshua Tree National Park', 'Split Rocks', 'Future Games Rock']",-116.0533,34.0117,S,9
105721840,Dazed and Confused,Trad,5.9,3.9,147,1,"['California', 'Joshua Tree National Park', 'Wonderland of Rocks', 'Wonderland South', 'Wonderland Valley', 'West Wonderland Valley', 'Lenticular Dome']",-116.1494,34.0425,S,9
105721720,Lower Right Ski Track,Trad,5.10,3.9,222,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'Intersection Rock']",-116.163,34.0148,S,10
105724426,Tossed Green,Trad,5.10a,3.9,125,1,"['California', 'Joshua Tree National Park', 'Quail Springs Area', 'Hound Rock']",-116.2019,34.0334,S,10
105724495,Fisticuffs,Trad,5.10b,3.9,196,1,"['California', 'Joshua Tree National Park', 'Real Hidden Valley', 'Tumbling Rainbow Formation']",-116.1713,34.0123,S,10
105722488,Sphincter Quits,Trad,5.9+ PG13,3.9,181,1,"['California', 'Joshua Tree National Park', 'Real Hidden Valley', 'Sports Challenge Rock', 'Sports Challenge Rock - West Face']",-116.1691,34.014,PG13,9
105722170,Dogleg,Trad,5.8+,3.9,435,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'The Old Woman', 'The Old Woman - West Face']",-116.1639,34.0166,S,8
105722770,More Monkey than Funky,Trad,5.11b/c,4.6,65,1,"['California', 'Joshua Tree National Park', 'Barker Dam Area', 'More Funky than Monkey Rock']",-116.1445,34.025,S,11
105721846,The Bendix Claws,Trad,5.11a,4,78,1,"['California', 'Joshua Tree National Park', 'Split Rocks', 'Future Games Rock']",-116.0533,34.0117,S,11
105725077,Fote Hog,Trad,5.6,3.8,360,2,"['California', 'Joshua Tree National Park', 'Real Hidden Valley', 'The Sentinel', 'The Sentinel - East Face']",-116.1712,34.0134,S,6
105722209,Pinhead,Boulder,5.8+ V0,3.9,220,,"['California', 'Joshua Tree National Park', 'Joshua Tree Bouldering*', 'Hidden Valley Campground Bouldering', 'HVCG Bouldering Circuit', 'HVCG North', 'Pinhead Boulder']",-116.1616,34.02,S,8
105722014,Diamond Dogs,Trad,5.10a,3.9,148,1,"['California', 'Joshua Tree National Park', 'Sheep Pass Area', 'Hall of Horrors Area', 'Hall of Horrors', 'East Wall, North End (Diamond Dogs Area)']",-116.146,34.0005,S,10
105722164,Dolphin,Trad,5.7,3.8,270,1,"['California', 'Joshua Tree National Park', 'Split Rocks', 'Isles in the Sky', 'Isles in the Sky (Northeast Face)']",-116.0587,34.0047,S,7
105721873,Double Dogleg,Trad,5.7,3.8,347,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Rock Garden Valley', 'Rock Garden Valley - Left Side']",-116.1777,34.0215,S,7
105724492,Yasmine Bleeth,Sport,5.9,3.8,97,1,"['California', 'Joshua Tree National Park', 'Wonderland of Rocks', 'Wonderland North', 'The Middle Kingdom', 'Outer Mongolia', 'Siberia']",-116.1699,34.0696,S,9
105725065,Leap Year Flake,Trad,5.7,3.8,162,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Dairy Queen Wall', 'Dairy Queen Wall - Left Side']",-116.177,34.0216,S,7
105723289,Right Baskerville Crack,Trad,5.10a,3.9,130,1,"['California', 'Joshua Tree National Park', 'Quail Springs Area', 'Baskerville Rock']",-116.2015,34.0337,S,10
105723679,Western Saga,Trad,5.9,3.9,169,1,"['California', 'Joshua Tree National Park', 'Real Hidden Valley', 'The Sentinel', 'The Sentinel - East Face']",-116.1712,34.0134,S,9
105721771,The Bong,Trad,5.4,3.7,636,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'The Blob', 'The Blob - North Face']",-116.1646,34.0187,S,4
105721945,Congratulations,Trad,5.10d R,3.8,107,1,"['California', 'Joshua Tree National Park', 'Real Hidden Valley', 'The Thin Wall']",-116.1728,34.0144,R,10
105722200,Hobbit Roof,Trad,5.10d,3.8,295,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'The Blob', 'The Blob - West Face']",-116.1643,34.018,S,10
105722746,Equinox,Trad,5.12c,5,54,1,"['California', 'Joshua Tree National Park', 'Geology Tour Road', ""Jerry's Quarry and Lost Pencil Areas"", ""Jerry's Quarry""]",-116.0923,33.9544,S,12
105816324,Crack   5,Trad,5.9,3.8,98,1,"['California', 'Joshua Tree National Park', 'Split Rocks', 'Isles in the Sky', 'Isles Corridor', 'Isles Corridor - Left Side']",-116.0589,34.0045,S,9
105721660,Stichter Quits,Trad,5.7,3.7,468,1,"['California', 'Joshua Tree National Park', 'Echo Rock Area', 'Echo Rock', 'Echo Rock - West Face']",-116.1562,34.0251,S,7
105722266,Gem,Trad,5.8,3.8,282,1,"['California', 'Joshua Tree National Park', 'Jumbo Rock Area', ""Conan's Corridor""]",-116.0682,33.9952,S,8
105722089,Super Roof,Trad,5.9,3.7,156,1,"['California', 'Joshua Tree National Park', 'The Outback', 'Steve Canyon Area', 'Steve Canyon', 'Super Roof Wall']",-116.1669,34.0193,S,9
105723520,Catch A Falling Star,Trad,5.8,3.7,108,1,"['California', 'Joshua Tree National Park', 'Sheep Pass Area', 'Cap Rock Area', 'Cap Rock', 'Cap Rock - Southeast Face']",-116.1632,33.9897,S,8
105722182,Orphan,Trad,5.9,3.7,209,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'The Old Woman', 'The Old Woman - West Face']",-116.1639,34.0166,S,9
105721609,Toe Jam,Trad,5.7,3.6,832,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'The Old Woman', 'The Old Woman - East Face']",-116.1637,34.0167,S,7
105722020,Nurn's Romp,Trad,5.8,3.7,231,1,"['California', 'Joshua Tree National Park', 'Sheep Pass Area', 'Hall of Horrors Area', 'Hall of Horrors', 'East Wall Inner (Exorcist Area)']",-116.1469,33.9998,S,8
105723454,Sexy Grandma,Trad,5.9,3.7,497,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'The Old Woman', 'The Old Woman - West Face']",-116.1639,34.0166,S,9
105721807,Mr. Misty Kiss,Trad,5.7+,3.7,308,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Dairy Queen Wall', 'Dairy Queen Wall - Right Side']",-116.1773,34.0219,S,7
105725404,Young Lust,Trad,5.8+,3.7,194,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Rock Garden Valley', 'Rock Garden Valley - Left Side']",-116.1777,34.0215,S,8
105721768,Direct South Face,Trad,5.9,3.7,136,3,"['California', 'Joshua Tree National Park', 'Indian Cove', 'Indian Cove Campground', 'Moosedog Tower']",-116.1649,34.0949,S,9
105721681,Silent Scream (aka Shock the Monkey),Trad,5.10a,3.7,95,1,"['California', 'Joshua Tree National Park', 'Indian Cove', 'Indian Cove Campground', 'Pixie Rock']",-116.1563,34.0945,S,10
105721834,Jane's Addiction,Sport,5.11b,3.9,75,1,"['California', 'Joshua Tree National Park', 'Sheep Pass Area', 'Hall of Horrors Area', 'Hall of Horrors', ""West Wall Inner (Jane's Addiction Area)""]",-116.1473,34.0003,S,11
105722167,The Swift,Trad,5.7,3.6,342,3,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Lost Horse Wall', 'Lost Horse Wall - Right Side']",-116.1788,34.0217,S,7
105723448,Skinny Dip,Trad,5.7 R,3.7,83,1,"['California', 'Joshua Tree National Park', 'The Outback', 'Steve Canyon Area', 'Steve Canyon', 'Sidewinder Rock - West Face']",-116.1661,34.0187,R,7
105723109,Tumbling Rainbow,Trad,5.9,3.7,106,1,"['California', 'Joshua Tree National Park', 'Real Hidden Valley', 'Tumbling Rainbow Formation']",-116.1713,34.0123,S,9
105722617,Left Mel Crack,Trad,5.10b,3.7,85,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', ""Mel's Diner""]",-116.1829,34.0286,S,10
105721621,Continuum,Trad,5.8+,3.7,209,1,"['California', 'Joshua Tree National Park', 'Split Rocks', 'Future Games Rock']",-116.0533,34.0117,S,8
105721630,Papa Woolsey,Trad,5.10b,3.7,188,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'The Blob', 'The Blob - Southeast Face']",-116.1638,34.0179,S,10
105725719,Bambi Meets Godzilla,Trad,5.8+,3.7,121,1,"['California', 'Joshua Tree National Park', 'Echo Rock Area', 'Echo Rock', 'Echo Rock - East Face', 'Echo Rock - E Face (Left)']",-116.1547,34.0249,S,8
105725785,Gargoyle,Trad,5.6,3.6,152,1,"['California', 'Joshua Tree National Park', 'Stirrup Tank', 'Zippy Rock']",-116.0194,33.9594,S,6
105723781,Frosty Cone,Trad,5.7,3.6,348,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Dairy Queen Wall', 'Dairy Queen Wall - Right Side']",-116.1773,34.0219,S,7
105721951,Child's Play,Trad,5.10c R,3.7,121,1,"['California', 'Joshua Tree National Park', 'Real Hidden Valley', 'The Thin Wall']",-116.1728,34.0144,R,10
105721876,Split Personality,Trad,5.9,3.6,150,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Rock Garden Valley', 'Rock Garden Valley - Left Side']",-116.1777,34.0215,S,9
105724564,Euthyphro,Trad,5.8+,3.6,95,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Rock Garden Valley', 'Rock Garden Valley - Left Side']",-116.1777,34.0215,S,8
105722218,Double Dip,Trad,5.6,3.6,375,1,"['California', 'Joshua Tree National Park', 'Echo Rock Area', 'Echo Rock', 'Echo Rock - West Face']",-116.1562,34.0251,S,6
105722464,Nobody Walks in LA,Trad,5.9,3.6,80,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Freeway Wall', 'Upper Freeway Wall']",-116.1787,34.0233,S,9
105721912,Hands Off,Trad,5.8,3.6,244,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'The Wall', 'The Wall - Left Side']",-116.1614,34.0181,S,8
105724111,Watanobe Wall,Trad,5.10a,3.6,122,1,"['California', 'Joshua Tree National Park', 'The Outback', 'Steve Canyon Area', 'Watanobe Wall']",-116.167,34.019,S,10
105724597,Feltonian Physics,Trad,5.8,3.6,207,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Hemingway Buttress', 'Hemingway Buttress (East Face Left)']",-116.1778,34.0239,S,8
105721657,Wild Wind,Trad,5.9,3.6,282,1,"['California', 'Joshua Tree National Park', 'Real Hidden Valley', 'Hidden Tower']",-116.1682,34.0146,S,9
105722263,Scrumdillyishus,Trad,5.7,3.5,233,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Dairy Queen Wall', 'Dairy Queen Wall - Right Side']",-116.1773,34.0219,S,7
105722134,Perpetual Motion,Trad,5.10d,4.6,60,1,"['California', 'Joshua Tree National Park', 'Geology Tour Road', 'Virgin Islands Area', 'Perpetual Motion Wall']",-116.0699,33.9497,S,10
105722446,Apparition,Trad,5.10a,4,72,1,"['California', 'Joshua Tree National Park', 'Indian Cove', 'Indian Cove Campground', 'Apparition Rock', 'Apparition Rock (Front)']",-116.1638,34.0923,S,10
105721714,Route 499,"Trad, TR",5.11b,3.6,83,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'The Old Woman', 'The Old Woman - West Face']",-116.1639,34.0166,S,11
105721963,Diagnostics,Trad,5.6,3.6,179,1,"['California', 'Joshua Tree National Park', 'Belle Campground Area', 'Belle Campground', 'Castle Rock', 'Castle Rock - North Side']",-116.0203,34.0017,S,6
105723565,Strawberry Jam,Trad,5.9,3.6,90,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'Outhouse Rock', 'Outhouse Rock - East Face']",-116.1634,34.0199,S,9
105722614,Right Mel Crack,Trad,5.10c,3.6,88,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', ""Mel's Diner""]",-116.1829,34.0286,S,10
105721825,No Calculators Allowed,Trad,5.10a,3.5,280,1,"['California', 'Joshua Tree National Park', 'Real Hidden Valley', 'The Thin Wall']",-116.1728,34.0144,S,10
105721645,Buissonier,Trad,5.7+,3.5,297,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'The Blob', 'The Blob - Southeast Face']",-116.1638,34.0179,S,7
105721708,Who's First,Trad,5.6 R,3.5,104,1,"['California', 'Joshua Tree National Park', 'Indian Cove', 'Indian Cove Campground', 'Pixie Rock']",-116.1563,34.0945,R,6
105722224,Mike's Books,Trad,5.6,3.4,476,2,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'Intersection Rock']",-116.163,34.0148,S,6
105721723,Upper Right Ski Track,Trad,5.3,3.5,279,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'Intersection Rock']",-116.163,34.0148,S,3
105725407,Smithereens,Trad,5.8,3.5,178,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Rock Garden Valley', 'Rock Garden Valley - Left Side']",-116.1777,34.0215,S,8
105721888,The Flue,Trad,5.8,3.5,169,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'Chimney Rock', 'Chimney Rock - East Face']",-116.1614,34.0168,S,8
105723643,Funny Bone,Trad,5.7+,3.5,113,1,"['California', 'Joshua Tree National Park', 'Echo Rock Area', 'Snickers', 'Snickers - North Face']",-116.1506,34.0252,S,7
105724045,Dinky Doinks,Trad,5.8,3.5,84,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Tiny Tots Rock']",-116.178,34.0231,S,8
105721972,Dung Fu,Trad,5.7,3.5,282,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Hemingway Buttress', 'Hemingway Buttress (East Face Left)']",-116.1778,34.0239,S,7
105722221,Leaping Leaner,Trad,5.7,3.5,260,1,"['California', 'Joshua Tree National Park', 'Real Hidden Valley', 'Locomotion Rock']",-116.168,34.0134,S,7
105724168,The Chief,Trad,5.5,3.4,132,1,"['California', 'Joshua Tree National Park', 'Wonderland of Rocks', 'Wonderland North', 'North Wonderland Approach', 'Reggie Dome']",-116.1778,34.0405,S,5
105722845,Effigy Too,Trad,5.10a/b,3.5,102,1,"['California', 'Joshua Tree National Park', 'Echo Rock Area', 'Echo Cove', 'Echo Cove - East Side']",-116.1571,34.0252,S,10
105721990,Comic Book,Trad,5.10a,3.4,85,2,"['California', 'Joshua Tree National Park', 'Comic Book Area', 'The Comic Strip', 'The Comic Strip - SW Face']",-116.1433,34.0131,S,10
105722575,Boulder Dash,Trad,5.9,3.4,113,1,"['California', 'Joshua Tree National Park', 'Echo Rock Area', 'Echo Cove', 'Echo Cove - South Side']",-116.158,34.0245,S,9
106660868,Remembering Marina,Sport,5.10a,3.4,82,1,"['California', 'Joshua Tree National Park', 'Echo Rock Area', 'Little Hunk', 'Little Hunk - SW Face', 'SW Face Center (The Solarium)']",-116.152,34.0265,S,10
105724180,Count on Your Fingers,Trad,5.9,3.4,263,1,"['California', 'Joshua Tree National Park', 'Real Hidden Valley', 'The Thin Wall']",-116.1728,34.0144,S,9
105722647,Smooth as Silk,Trad,5.8,3.4,84,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Freeway Wall', 'Lower Freeway Wall']",-116.1799,34.0241,S,8
105721885,Damper,Trad,5.9,3.4,123,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'Chimney Rock', 'Chimney Rock - West Face']",-116.1614,34.0168,S,9
105724327,Fun Stuff,Trad,5.8,3.4,223,1,"['California', 'Joshua Tree National Park', 'Echo Rock Area', 'Echo Cove', 'Echo Cove - North Side']",-116.1578,34.0249,S,8
105724924,Chalk Up Another One,Trad,5.10a,3.7,73,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'The Wall', 'The Wall - Right Side']",-116.1614,34.0181,S,10
105725236,Planet X,Trad,5.8,3.4,82,1,"['California', 'Joshua Tree National Park', 'Sheep Pass Area', 'Planet X Area', 'Planet X Pinnacle']",-116.1556,33.9961,S,8
105722062,Dummy's Delight,Trad,5.9,3.7,73,1,"['California', 'Joshua Tree National Park', 'Real Hidden Valley', 'Real Hidden Valley Vicinity', 'Houser Buttress Area', 'Houser Buttress']",-116.1712,34.0105,S,9
105723784,El Chivo,Sport,5.8,3.3,96,1,"['California', 'Joshua Tree National Park', 'Indian Cove', 'Indian Cove Campground', 'The Bilbo Buttresses']",-116.1558,34.0934,S,8
105725257,Lazy Day,Trad,5.7,3.3,261,1,"['California', 'Joshua Tree National Park', 'Sheep Pass Area', 'Hall of Horrors Area', 'Hall of Horrors', 'South Horror Rock']",-116.1467,33.9977,S,7
105722974,Caught Inside on a Big Set,Trad,5.10a,4.2,63,1,"['California', 'Joshua Tree National Park', 'Wonderland of Rocks', 'Wonderland South', 'Central Wonderland', 'Diarrhea Dome', 'Bighorn Mating Grotto']",-116.1473,34.0515,S,10
105723499,Granny Goose,Trad,5.7,3.3,129,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Left Hand of Darkness', 'Left Hand of Darkness - E. Face']",-116.1785,34.0285,S,7
105723013,Rock-a-Lot,Trad,5.7,3.3,131,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Rock Garden Valley', 'Rock Garden Valley - Left Side']",-116.1777,34.0215,S,7
105721783,Pinched Rib,Trad,5.10a,3.3,176,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'Chimney Rock', 'Chimney Rock - West Face']",-116.1614,34.0168,S,10
105722506,Tiptoe,Trad,5.7+,3.3,197,1,"['California', 'Joshua Tree National Park', 'Quail Springs Area', 'Trashcan Rock', 'Trashcan Rock - West Face']",-116.1974,34.0403,S,7
105982372,False Lieback,Trad,5.4,3.3,85,1,"['California', 'Joshua Tree National Park', 'Sheep Pass Area', 'Cap Rock Area', 'Cap Rock', 'Cap Rock - North Face']",-116.1635,33.9899,S,4
105722041,Dandelion,Trad,5.10a,3.3,116,1,"['California', 'Joshua Tree National Park', 'Hidden Valley Campground', 'The Old Woman', 'The Old Woman - West Face']",-116.1639,34.0166,S,10
105721633,Funky Dung,Trad,5.8,3.3,94,1,"['California', 'Joshua Tree National Park', 'Lost Horse Area', 'Hemingway Buttress', 'Hemingway Buttress (East Face Left)']",-116.1778,34.0239,S,8
